"Plants for all sectors,United States,multiple fuel types"
"https://www.eia.gov/beta/electricity/data/browser/#/topic/1?agg=2,0,1&fuel=vtvv&sec=g&geo=g&freq=M&datecode=202111&tab=overview&pin=&rse=0&maptype=0&ltype=pin&ctype=linechart&end=201710&start=200101"
"Wed Mar 23 2022 10:36:44 GMT-0400 (Eastern Daylight Saving Time)"
"Source: U.S. Energy Information Administration"
"Plant Name","Plant Code","State","Sector Name","Prime Movers","Fuel Types","Primary Technology"
"DDR Shoppers World",60754,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DE Solar 10240 Old Dowd Rd",57334,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"DE Solar 1725 Drywall Dr",57336,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"DE Solar 657 Brigham Rd",57335,"NC","Electric Utility","PV","SUN","Solar Photovoltaic"
"DEC Phase II at Georgetown",63392,"DE","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DFW Gas Recovery",50569,"TX","IPP Non-CHP","GT, IC","LFG","Landfill Gas"
"DG AMP 1048 Wadsworth",62942,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Rittman Rd",62941,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Bowling Green",60622,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Brewster",61818,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Coldwater",61435,"MI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Front Royal",61055,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Jackson Center",61438,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Orrville 3",61436,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Piqua Manier",62792,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Piqua Staunton",61805,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Smyrna",61800,"DE","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG AMP Solar Versailles",61437,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Amaze ACY1",63286,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Camden LLC Holtec",61515,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Crystal Spring CSG",61555,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Dighton LLC CSG",61634,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Florham Park Solar LLC",62586,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Foxborough Elm CSG",61590,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Haverhill CSG",61550,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Infineum",62958,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Iron Mountain",62957,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG New Jersey Solar RLS Logistics",61507,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Tufts Knoll LLC CSG",61635,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Tufts Science LLC CSG",61633,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DG Webster LLC CSG",61636,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DGS Central California Womens Facility",63419,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DGS Central Utility Plant",58593,"CA","Commercial CHP","IC, ST","DFO, NG","Multiple"
"DGS Valley State Prison",63947,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DGS Wasco State Prison",63418,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DL Windy Acres LLC",56207,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"DSH (CA) - Coalinga State Hospital",59746,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DSM Nutritional Products Solar",62713,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DSM Pharmaceuticals",54887,"NC","Industrial CHP","GT, IC","DFO, NG","Multiple"
"DSM Solar",60739,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"DTE Atlantic, LLC",62492,"NJ","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"DTE-BRSC Shared Storage",8841,"MI","Electric Utility","--","--","--"
"DWW Solar ll",62657,"CT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dafter",1868,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Dahlberg",7709,"GA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Dahowa Hydro",50280,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dairyland WTE Plant",59810,"WI","IPP Non-CHP","IC","OBG","Other Waste Biomass"
"Dakota Community Solar One LLC CSG",63116,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dakota Magic",7884,"ND","Commercial Non-CHP","IC","DFO","Petroleum Liquids"
"Dakota Range III Wind Project",63102,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dale Hollow",3424,"TN","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dalles Dam North Fishway Project",7431,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dallman",963,"IL","Electric Utility","ST","BIT","Conventional Steam Coal"
"Dalton 2",59556,"GA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Dam 2",7246,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dam No. 4 Hydro Station",6543,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dam No. 5 Hydro Station",6544,"WV","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dan E Karn",1702,"MI","Electric Utility","ST","NG, SUB","Multiple"
"Dan River",2723,"NC","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Danbury Dam",4019,"WI","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Danbury Diesel",55998,"WI","Electric Utility","GT, IC","DFO","Petroleum Liquids"
"Danbury Hospital Cogen Plant",58152,"CT","Commercial CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Dane County Airport Solar",64080,"WI","Electric Utility","PV","SUN","Solar Photovoltaic"
"Daniel Farm LLC",59126,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Danielson Wind Farms LLC",57396,"MN","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dansby",6243,"TX","Electric Utility","GT, ST","NG","Multiple"
"Danskammer Generating Station",2480,"NY","IPP Non-CHP","IC, ST","DFO, NG","Multiple"
"Danville",61849,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Danville Farm, LLC",63965,"VA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Danville Kentuck Road Plant",56364,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Danville New Design Plant",56363,"VA","Electric Utility","IC","DFO","Petroleum Liquids"
"Darby Power, LLC",55247,"OH","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Darbytown",7212,"VA","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Dardanelle",199,"AR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Darlington County",3250,"SC","Electric Utility","GT","DFO","Petroleum Liquids"
"Darlington Solar, LLC",60993,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Darrington",57969,"WA","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Dart Container Corp",58476,"PA","Industrial CHP","GT","LFG","Landfill Gas"
"Dartmouth",58682,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dartmouth College Heating Plant",54409,"NH","Commercial CHP","ST","RFO","Petroleum Liquids"
"Dartmouth II Solar",57838,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dartmouth Landfill",59131,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dartmouth Power Associates LP",52026,"MA","IPP Non-CHP","CA, CT, GT","NG","Multiple"
"Dartmouth Solar",57473,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dashville",2481,"NY","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Daum Solar",62412,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Davant Transfer",8816,"FL","Electric Utility","--","--","--"
"Dave Gates Generating Station",56908,"MT","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Dave Johnston",4158,"WY","Electric Utility","ST","RC","Conventional Steam Coal"
"Davenport Water Pollution Control Plant",55035,"IA","Commercial CHP","IC","OBG","Other Waste Biomass"
"David City",2233,"NE","Electric Utility","IC","DFO, NG","Multiple"
"Davidson Gas Producers LLC",57436,"NC","IPP Non-CHP","IC","LFG","Landfill Gas"
"Davis Besse",6149,"OH","IPP Non-CHP","ST","NUC","Nuclear"
"Davis Dam",152,"AZ","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Davis Lane Solar, LLC",61581,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Davis Monthan AFB (AZ) West Airfield",59779,"AZ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Day County Wind LLC",57194,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Day Four Solar LLC",62905,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Day Hill Solar, LLC",63957,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Daystar Solar",60179,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dayton (IA)",1135,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Dayton Cutoff Solar",61827,"OR","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dayton Hydro",10520,"IL","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Daytona International Speedway Solar",60005,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"De Pere Energy Center",55029,"WI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"De Sabla",232,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"DeBary",6046,"FL","Electric Utility","GT","DFO, NG","Multiple"
"DeCordova Steam Electric Station",8063,"TX","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"DeRidder Mill",10488,"LA","Industrial CHP","ST","BLQ","Wood/Wood Waste Biomass"
"DeSoto Next Generation Solar Energy",56929,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"DeWind Frisco",57517,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Deadwood Creek",7507,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dean",55718,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Dearborn",3256,"SC","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dearborn Energy Center",62289,"MI","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Dearborn Industrial Generation",55088,"MI","IPP CHP","GT, ST","BFG, NG","Multiple"
"Debary Solar Power Plant",62542,"FL","Electric Utility","PV","SUN","Solar Photovoltaic"
"Decatur Co. Solar RES (IN)",59988,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Decatur County Solar Project",59449,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Decatur Energy Center",55292,"AL","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Decatur Parkway Solar Project, LLC",59450,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Decatur-Morgan Co LFG Recovery Project",58061,"AL","IPP Non-CHP","IC","LFG","Landfill Gas"
"Decker Creek",3548,"TX","Electric Utility","GT, ST","NG","Multiple"
"Decorah Battery",64375,"IA","Electric Utility","BA","MWH","Batteries"
"Decorative Panels Intl",10149,"MI","Industrial CHP","ST","NG","Natural Gas Steam Turbine"
"Dedeaux",63674,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Deep Branch Farm",61403,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Deep Creek",1567,"MD","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deer Creek (UT)",6404,"UT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Deer Creek PH",233,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Deer Creek PV",59855,"IN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Deer Creek Station",56610,"SD","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Deer Island Treatment Plant",10823,"MA","Commercial CHP","GT, HY, PV, ST, WT","DFO, OBG, SUN, WAT, WND","Multiple"
"Deer Park",58786,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Deer Park Energy Center",55464,"TX","IPP CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Deer Rips",1488,"ME","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deercroft I & II LFGTE",54956,"IN","Electric Utility","IC","LFG, NG","Multiple"
"Deerfield 2",6047,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield 3",6083,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield 4",6119,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield 5",1620,"MA","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Deerfield CSG Solar",60775,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Deerfield Wind Energy, LLC",60883,"MI","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Deerfield Wind LLC",61039,"VT","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Deerhaven Generating Station",663,"FL","Electric Utility","GT, ST","BIT, NG","Multiple"
"Deerhaven Renewable",57241,"FL","Electric Utility","ST","WDS","Wood/Wood Waste Biomass"
"Deertrack Park Gas Recovery",56520,"WI","IPP Non-CHP","IC","LFG","Landfill Gas"
"Deferiet",2552,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Degray",187,"AR","Electric Utility","HY, PS","WAT","Multiple"
"Del Ranch Company",10632,"CA","IPP Non-CHP","ST","GEO","Geothermal"
"Delanco",64411,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Delano",1969,"MN","Electric Utility","GT, IC","DFO, NG","Multiple"
"Delano Energy Center",58122,"CA","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Delano Land 1",61116,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Delaware City 10",592,"DE","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Delaware City Plant",52193,"DE","Industrial CHP","GT, ST","NG, OG","Multiple"
"Delaware Generating Station",3160,"PA","IPP Non-CHP","GT","DFO","Petroleum Liquids"
"Delco Farm",61088,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Delilah Road Landfill",58951,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dell Power Station",55340,"AR","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Dells",4002,"WI","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Delphinus Community Solar",61329,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Delray",1728,"MI","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Delta Energy Center",55333,"CA","IPP Non-CHP","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Delta Power",56325,"AK","Electric Utility","GT","DFO","Petroleum Liquids"
"Delta Solar Power I",61954,"MI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Delta Solar Power II",61955,"MI","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Delta Wind Farm",58511,"AK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dement Farm LLC",58874,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Demille Solar Farm",60346,"MI","Electric Utility","PV","SUN","Solar Photovoltaic"
"Deming Solar Energy Center",57575,"NM","Electric Utility","PV","SUN","Solar Photovoltaic"
"Demoss Petrie",124,"AZ","Electric Utility","GT","NG","Natural Gas Fired Combustion Turbine"
"Dempsey Ridge Wind Farm",56665,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Deneb Community Solar",61715,"MN","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Denison",6416,"TX","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Denison Solar Array",61637,"OH","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Denmark Solar",62211,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dennis Landfill",59082,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dennison",58787,"NY","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Denton Energy Center",61643,"TX","Electric Utility","IC","NG","Natural Gas Internal Combustion Engine"
"Denton Power LLC",57071,"TX","IPP Non-CHP","IC","LFG","Landfill Gas"
"Denver Braswell PV",61441,"GA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Denver Int Airport",56815,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Denver Intl Airport IV Solar",59462,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Denver Metro Solar",61563,"CO","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Department of Justice",64517,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Depot Hill Solar CSG",60852,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Depot Park Solar System",58119,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dept of Corrections NCCI Wind",58992,"MA","Commercial Non-CHP","WT","WND","Onshore Wind Turbine"
"Dept of General Services -FTB",60861,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Derby Hydro",10063,"CT","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dermott Wind",60902,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Des Moines Wastewater Reclamation Fac",50932,"IA","Commercial CHP","IC","OBG","Other Waste Biomass"
"Desert Basin",55129,"AZ","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Desert Green Solar Farm LLC",57959,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Desert Harvest II LLC",64103,"CA","IPP Non-CHP","BA, PV","MWH, SUN","Multiple"
"Desert Harvest, LLC",62177,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Desert Hot Springs Solar",58514,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Desert Meadow Windfarm",57430,"ID","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Desert Peak Power Plant",10018,"NV","IPP Non-CHP","BT","GEO","Geothermal"
"Desert Sky",55992,"TX","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Desert Star Energy Center",55077,"NV","Electric Utility","CA, CT","NG","Natural Gas Fired Combined Cycle"
"Desert Star Hybrid",59444,"AZ","Electric Utility","PV","SUN","Solar Photovoltaic"
"Desert Sunlight 250, LLC",58542,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Desert Sunlight 300, LLC",57993,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Desert View Power",10300,"CA","IPP Non-CHP","ST","WDS","Wood/Wood Waste Biomass"
"Desert Wind Farm, LLC",59968,"NC","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Deshler",2234,"NE","Electric Utility","IC","DFO","Petroleum Liquids"
"Desper Solar",62730,"VA","Electric Utility","PV","SUN","Solar Photovoltaic"
"Dessie Solar Center LLC",58952,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Detour",6369,"MI","Electric Utility","IC","DFO","Petroleum Liquids"
"Detroit",3077,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Detroit Lakes",1970,"MN","Electric Utility","GT","DFO","Petroleum Liquids"
"Deuel Harvest Wind Energy LLC",62943,"SD","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Deutsche Bank- Piscataway Solar",60803,"NJ","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Devens",59358,"MA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Devil Canyon",436,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Devon Station",544,"CT","IPP Non-CHP","GT","KER","Petroleum Liquids"
"Deweys Mill",10137,"VT","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dexter",3078,"OR","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Dexter Plant",10538,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Diablo",6432,"WA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Diablo Canyon",6099,"CA","Electric Utility","ST","NUC","Nuclear"
"Diablo Winds LLC",56271,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Diamond H Dairy Power",64622,"CA","IPP Non-CHP","IC","OBG","Other Waste Biomass"
"Diamond Island Plant",10540,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Diamond Solar",61974,"SC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Diamond Spring, LLC",63327,"OK","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Diamond Trail Wind Farm",63641,"IA","Electric Utility","WT","WND","Onshore Wind Turbine"
"Diamond Valley Lake",7942,"CA","Electric Utility","HY","WAT","Conventional Hydroelectric"
"Diamond Valley Solar Project",59405,"CA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Diamond Vista Wind Project, LLC",61789,"KS","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Diamond Willow Wind Facility",56782,"MT","Electric Utility","WT","WND","Onshore Wind Turbine"
"Diana Hydroelectric",10237,"NY","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dibrell Farm",58346,"NC","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dickerson",1572,"MD","IPP Non-CHP","GT","DFO, NG","Multiple"
"Dickinson",64314,"TX","IPP Non-CHP","BA","MWH","Batteries"
"Dickinson Solar",62946,"PA","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dickinson Solar (CT)",63245,"CT","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dickinson Solar Array",60652,"MN","Electric Utility","PV","SUN","Solar Photovoltaic"
"Dicks Creek",2831,"OH","IPP Non-CHP","GT","NG","Natural Gas Fired Combustion Turbine"
"Diesel Generators",56070,"WI","Electric Utility","IC","DFO","Petroleum Liquids"
"Dietrich Drop",10807,"ID","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Difwind Farms Ltd VI",54686,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
"Dighton Power Plant",55026,"MA","IPP Non-CHP","CS","NG","Natural Gas Fired Combined Cycle"
"Digital Fairfield",62455,"CT","IPP Non-CHP","FC","NG","Other Natural Gas"
"Dignity - San Martin",61862,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dignity - Siena Campus",61825,"NV","IPP Non-CHP","PV","SUN","Solar Photovoltaic"
"Dike City Power Plant",56194,"IA","Electric Utility","IC","DFO","Petroleum Liquids"
"Dillard Complex",50396,"OR","Industrial CHP","ST","WDS","Wood/Wood Waste Biomass"
"Dillingham",109,"AK","Electric Utility","IC","DFO","Petroleum Liquids"
"Dillon Hydro Plant",10421,"CO","IPP Non-CHP","HY","WAT","Conventional Hydroelectric"
"Dillon Wind LLC",56791,"CA","IPP Non-CHP","WT","WND","Onshore Wind Turbine"
